"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	47	47872	98.2
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	38	47208	80.5
	"Census Region 3: South"	"CENS-R3"	"Kentucky"	"21"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	25	47062	53.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	38	18449	206.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	41	18448	222.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	25	18632	134.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	28	17554	159.5
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	58	17316	335.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	39	17493	222.9
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	43	17361	247.7
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	41	18135	226.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	29	19427	149.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	26	19253	135.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	25	18328	136.4
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	24	18041	133.0
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	21	18857	111.4
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	11	18685	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	12	18164	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	10	17716	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	29	22268	130.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	23	22235	103.4
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	29	23235	124.8
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	25	22382	111.7
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	35	23007	152.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	32	23593	135.6
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	47	23626	198.9
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	26	22768	114.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	28	24762	113.1
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	28	24728	113.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	21	22673	92.6
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	20	21435	93.3
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	21	20351	103.2
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	12	20178	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Mississippi"	"28"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	13	19998	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	38	16019	237.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	37	16223	228.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	28	16864	166.0
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	31	16478	188.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	26	16233	160.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	32	16814	190.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	26	17486	148.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	21	18028	116.5
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	25	18222	137.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	18	18430	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	18	17972	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	11	18294	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	10	18145	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	10	18323	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	16	17968	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	15	17922	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	50	57577	86.8
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	61	57613	105.9
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	35	60054	58.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	45	58324	77.2
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	40	58917	67.9
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	47	59281	79.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	56	58511	95.7
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	35	60427	57.9
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	44	61882	71.1
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	29	62660	46.3
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	31	59656	52.0
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	28	59076	47.4
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	18	59201	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	17	58700	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	12	58973	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	10	59054	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	12	59988	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	29	60691	47.8
	"Census Region 3: South"	"CENS-R3"	"Tennessee"	"47"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	17	60678	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	15	7554	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	12	7827	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	19	7230	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	13	7432	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	15	7743	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	18	7972	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	24	7984	300.6
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	17	7990	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	13	8312	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	13	8182	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	17	8169	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	16	8084	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	21	8066	260.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	21	7914	265.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	13	8010	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	12	27787	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	16	27764	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	15	28361	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	15	28836	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	16	28758	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	21	29534	71.1
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	33	30182	109.3
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	32	30957	103.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	44	31627	139.1
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	31	31644	98.0
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	44	29768	147.8
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	44	29091	151.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	37	28275	130.9
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	42	28298	148.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	32	28721	111.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	41	28396	144.4
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	41	28233	145.2
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	41	28362	144.6
	"Census Region 3: South"	"CENS-R3"	"Arkansas"	"05"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	13	28545	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	28	25878	108.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	29	25930	111.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	34	26772	127.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	29	26259	110.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	38	25106	151.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	29	25604	113.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	42	25859	162.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	33	19052	173.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	43	24758	173.7
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	51	26083	195.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	34	25054	135.7
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	26	24427	106.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	19	24865	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	22	24623	89.3
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	21	23738	88.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	27	23937	112.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	30	24197	124.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	22	23805	92.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	19	23736	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	33	37284	88.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	25	36863	67.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	31	37112	83.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	33	36674	90.0
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	31	36990	83.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	37	37317	99.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	36	36944	97.4
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	23	31868	72.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	40	38159	104.8
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	51	38878	131.2
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	45	36732	122.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	28	35691	78.5
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	23	36550	62.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	22	36096	60.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	28	35491	78.9
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	19	35805	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	16	36670	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	13	36761	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Louisiana"	"22"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	19	36868	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	14	6843	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	10	5264	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	11	5432	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	11	6873	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	11	6978	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	12	6820	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	36	35371	101.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	39	35066	111.2
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	25	36389	68.7
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	32	36900	86.7
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	29	36849	78.7
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	27	36710	73.5
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	20	36986	54.1
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	17	37336	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	21	38480	54.6
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	10	38194	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	19	38163	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	17	37059	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	28	38068	73.6
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	34	36932	92.1
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	21	37317	56.3
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	32	37654	85.0
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	25	38315	65.2
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	28	37446	74.8
	"Census Region 3: South"	"CENS-R3"	"Oklahoma"	"40"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	29	37007	78.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	58	41634	139.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	65	41951	154.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	42	43817	95.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	42	43872	95.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	54	44012	122.7
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	56	43903	127.6
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	59	45115	130.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	68	49701	136.8
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	55	50777	108.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	38	50757	74.9
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	62	51551	120.3
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	67	51370	130.4
	"Census Region 3: South"	"CENS-R3"	"Texas"	"48"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	47	53819	87.3
